id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
6364,0.65,0.9,3,200,3,0,0,0,technical,high
6365,0.6,0.6,4,201,3,0,0,0,RandD,high
6366,0.89,0.88,3,165,4,0,0,0,sales,medium
6367,0.43,0.55,2,159,3,0,1,0,RandD,low
6368,0.95,0.48,4,225,3,0,0,0,sales,medium
6369,0.6,0.63,5,267,3,0,0,0,support,low
6370,0.9,0.66,3,261,3,1,0,0,product_mng,medium
6371,0.49,0.68,3,192,7,0,0,0,management,high
6372,0.5,0.48,4,269,3,0,0,0,IT,medium
6373,0.68,0.73,3,257,3,0,0,0,sales,low
6374,0.51,0.83,5,249,4,0,1,0,technical,medium
6375,0.36,0.52,2,146,3,0,1,0,sales,medium
6376,0.5,0.53,5,239,3,0,0,0,technical,medium
6377,0.95,0.56,5,194,2,0,0,0,sales,high
6378,0.5,0.95,5,137,3,0,0,0,technical,low
6379,0.84,0.97,5,256,5,0,1,0,support,low
6380,0.53,0.64,3,143,2,0,0,0,sales,low
6381,0.84,0.86,5,268,5,0,1,0,marketing,medium
6382,0.87,0.85,5,221,6,0,1,0,support,medium
6383,0.1,0.85,6,273,4,0,1,0,sales,medium
6384,0.57,0.7,3,158,3,0,0,0,hr,high
6385,0.19,0.79,4,229,4,0,0,0,product_mng,medium
6386,0.77,0.9,4,237,5,0,1,0,support,low
6387,0.97,0.64,4,152,2,0,0,0,technical,medium
6388,0.3,0.55,6,178,2,0,0,0,technical,low
6389,0.64,0.55,3,201,2,0,0,0,sales,low
6390,0.72,0.64,3,231,2,0,0,0,accounting,medium
6391,0.87,0.63,3,143,3,1,0,0,IT,low
6392,0.72,0.69,4,147,3,0,0,0,sales,medium
6393,0.23,0.74,5,219,4,0,0,0,sales,medium
6394,0.43,0.48,2,153,3,0,1,0,accounting,low
6395,0.09,0.8,7,283,5,0,1,0,technical,low
6396,0.59,0.54,4,210,3,0,0,0,sales,low
6397,0.1,0.92,6,243,4,1,1,0,sales,low
6398,0.41,0.56,2,143,3,0,1,0,technical,medium
6399,0.82,0.49,5,210,3,0,0,0,management,high
6400,0.49,0.54,4,173,2,0,0,0,sales,low
6401,0.69,0.53,3,142,3,0,0,0,support,low
6402,0.11,0.84,6,300,5,1,1,0,support,low
6403,0.83,0.92,5,267,6,0,1,0,support,low
6404,0.44,0.44,2,141,7,1,0,1,management,high
6405,0.73,0.95,3,156,2,0,0,0,support,medium
6406,0.35,0.37,4,153,2,0,0,0,sales,medium
6407,0.77,0.98,5,259,6,0,1,0,product_mng,low
6408,0.89,0.39,5,218,2,0,0,0,technical,low
6409,0.67,0.68,4,254,3,0,0,0,technical,low
6410,0.92,0.68,5,177,4,0,0,0,support,medium
6411,0.91,0.99,5,254,5,0,1,0,technical,medium
6412,0.56,0.85,3,109,2,0,0,0,RandD,high
6413,0.1,0.97,6,280,4,0,1,0,sales,low
6414,0.98,0.66,2,255,3,0,0,0,support,low
6415,0.45,0.66,3,111,4,0,0,0,sales,low
6416,0.41,0.63,5,263,3,0,0,0,RandD,medium
6417,0.79,0.55,4,266,3,0,0,0,technical,low
6418,0.89,0.88,5,228,5,1,1,0,support,low
6419,0.56,0.98,5,171,3,1,0,0,sales,low
6420,0.48,0.84,4,252,3,0,0,0,technical,medium
6421,0.88,0.75,4,159,2,0,0,0,hr,high
6422,0.64,0.66,5,157,2,0,0,0,product_mng,low
6423,0.4,0.52,2,143,3,0,1,0,sales,medium
6424,0.58,0.88,5,178,4,0,0,0,sales,medium
6425,0.76,0.92,4,246,5,0,1,0,sales,low
6426,0.82,0.92,3,257,2,0,0,0,accounting,low
6427,0.57,0.55,3,264,2,0,0,0,accounting,medium
6428,0.3,0.71,3,155,2,0,0,0,sales,low
6429,0.64,0.59,3,174,3,1,0,0,accounting,low
6430,0.63,0.62,4,184,4,0,0,0,support,medium
6431,0.36,0.56,2,137,3,0,1,0,sales,low
6432,0.53,0.74,5,237,2,0,0,1,support,medium
6433,0.85,0.49,4,142,3,0,0,0,support,medium
6434,0.17,0.6,5,144,6,0,0,0,technical,medium
6435,0.79,0.67,3,264,2,0,0,0,RandD,medium
6436,0.5,0.6,2,177,3,1,0,0,IT,medium
6437,0.75,0.55,3,162,3,0,0,0,sales,low
6438,0.81,0.64,4,213,3,0,0,0,support,medium
6439,0.23,0.88,5,238,6,0,0,0,RandD,medium
6440,0.73,0.61,4,260,2,1,0,0,sales,low
6441,0.61,0.88,5,146,7,1,0,0,marketing,low
6442,0.75,0.51,2,215,2,1,0,0,sales,low
6443,0.52,0.63,3,269,2,0,0,0,sales,medium
6444,0.64,1.0,4,201,2,0,0,0,sales,medium
6445,0.62,0.75,3,180,3,0,0,0,support,medium
6446,0.66,0.59,3,204,3,0,0,0,product_mng,high
6447,0.9,0.98,5,148,4,0,0,0,sales,medium
6448,0.51,0.69,3,145,2,1,0,0,RandD,medium
6449,0.71,0.85,4,157,2,0,0,0,RandD,low
6450,0.32,0.42,6,114,3,0,0,0,product_mng,medium
6451,0.7,0.88,4,245,2,0,0,0,support,low
6452,0.76,0.56,3,216,3,0,0,0,support,low
6453,0.71,0.99,3,228,2,0,0,0,support,medium
6454,0.59,0.96,5,211,3,0,0,0,sales,medium
6455,0.56,0.77,5,238,4,0,0,0,technical,medium
6456,0.53,0.81,3,275,2,0,0,0,technical,low
6457,0.45,0.5,2,157,3,0,1,0,marketing,medium
6458,0.11,0.9,6,264,4,0,1,0,technical,medium
6459,0.09,0.84,6,301,4,0,1,0,technical,low
6460,0.67,1.0,4,145,3,1,0,1,sales,medium
6461,0.38,0.78,4,159,5,0,0,0,support,low
6462,0.96,0.9,4,201,3,0,0,0,sales,low
6463,0.64,0.81,2,226,2,0,0,0,IT,medium
6464,0.83,0.55,5,247,3,0,0,0,sales,low
6465,0.48,0.74,2,157,2,1,0,0,sales,medium
6466,0.44,0.53,2,152,3,0,1,0,IT,medium
6467,0.19,0.59,7,192,3,0,1,0,sales,low
6468,0.44,0.5,2,156,3,0,1,0,sales,medium
6469,0.49,0.75,4,259,3,1,0,0,technical,low
6470,0.43,0.49,2,131,3,0,1,0,RandD,high
6471,0.54,0.94,6,294,3,0,1,0,sales,medium
6472,0.41,0.38,4,142,10,1,0,0,support,low
6473,0.78,0.45,3,253,6,0,0,1,support,medium
6474,0.4,0.57,2,160,3,0,1,0,accounting,low
6475,0.74,1.0,4,249,5,0,1,0,IT,low
6476,0.92,0.93,4,225,2,0,0,1,RandD,medium
6477,0.88,0.72,3,200,2,1,0,0,sales,medium
6478,0.97,0.6,3,162,3,0,0,0,technical,medium
6479,0.57,0.88,4,140,2,0,0,0,support,medium
6480,0.46,0.5,2,156,3,0,1,0,technical,medium
6481,0.11,0.93,4,295,3,0,1,0,technical,low
6482,0.11,0.84,6,298,4,0,1,0,sales,low
6483,0.95,0.49,4,229,3,0,0,0,product_mng,medium
6484,0.9,0.92,4,271,5,0,1,0,IT,medium
6485,0.82,0.86,5,243,5,0,1,0,IT,low
6486,0.83,0.77,3,232,2,1,0,0,sales,medium
6487,0.88,0.59,5,230,3,0,0,0,support,medium
6488,0.6,0.56,5,268,2,0,0,0,support,medium
6489,0.45,0.53,2,159,3,0,1,0,sales,low
6490,0.94,0.71,3,175,3,0,0,0,IT,low
6491,0.91,0.97,4,183,3,0,0,0,support,low
6492,0.61,0.42,3,145,4,0,0,1,sales,medium
6493,0.51,0.86,4,260,3,1,0,0,marketing,low
6494,0.11,0.92,6,305,4,0,1,0,technical,low
6495,0.11,0.89,6,301,4,0,1,0,accounting,low
6496,0.65,0.55,5,215,2,0,0,0,IT,low
6497,0.39,0.48,2,141,3,0,1,0,product_mng,medium
6498,0.75,0.99,5,189,3,0,0,0,support,low
6499,0.51,0.75,4,175,2,0,0,0,hr,medium
6500,0.29,0.68,4,210,3,0,0,0,support,low
6501,0.69,0.55,4,234,2,0,0,0,sales,medium
6502,0.7,0.59,4,178,3,0,0,0,sales,low
6503,0.53,0.96,4,272,2,0,0,0,support,low
6504,0.18,0.81,4,147,4,0,0,0,marketing,low
6505,0.52,0.61,5,162,3,0,0,0,marketing,high
6506,0.48,0.9,4,201,4,0,0,0,marketing,medium
6507,0.97,0.76,6,142,2,0,0,0,product_mng,low
6508,0.91,0.74,3,139,5,1,0,0,hr,medium
6509,0.76,0.79,5,187,4,0,0,0,hr,medium
6510,0.84,0.76,5,215,2,1,0,0,support,low
6511,0.6,0.61,5,191,2,1,0,0,technical,high
6512,0.64,0.72,4,253,4,0,0,0,RandD,high
6513,0.39,0.51,2,151,3,0,1,0,hr,medium
6514,0.89,0.61,3,211,2,0,0,0,support,low
6515,0.77,0.48,5,262,7,0,0,0,IT,medium
6516,0.89,0.99,5,257,5,0,1,0,accounting,medium
6517,0.66,0.97,3,263,3,0,0,0,accounting,medium
6518,0.66,0.72,5,152,3,1,0,0,sales,low
6519,0.77,0.8,2,255,2,1,0,0,accounting,medium
6520,0.85,1.0,4,225,5,0,1,0,technical,low
6521,0.71,0.74,3,250,3,0,0,0,support,low
6522,0.3,0.66,4,119,3,0,0,0,technical,low
6523,0.72,0.72,3,217,2,0,0,0,sales,medium
6524,0.38,0.5,2,132,3,0,1,0,accounting,low
6525,0.42,0.46,2,150,3,0,1,0,sales,medium
6526,0.7,0.77,2,235,3,1,0,0,sales,medium
6527,0.44,0.65,3,271,4,0,1,0,sales,low
6528,0.69,0.63,5,140,4,0,0,1,sales,high
6529,0.93,0.97,4,158,3,1,0,0,technical,medium
6530,0.68,0.88,5,201,3,0,0,0,sales,medium
6531,0.87,0.42,5,252,5,0,0,0,sales,low
6532,0.9,0.94,5,247,5,0,1,0,technical,low
6533,0.78,0.8,3,256,2,0,0,0,IT,medium
6534,0.09,0.86,6,279,4,0,1,0,sales,low
6535,0.15,0.91,2,207,3,0,0,0,technical,medium
6536,0.93,0.6,3,188,3,0,0,0,marketing,high
6537,0.69,0.57,4,227,4,0,0,0,support,medium
6538,0.46,0.54,2,158,3,0,1,0,support,medium
6539,0.53,0.97,3,189,3,0,0,0,sales,low
6540,0.31,0.62,6,135,5,0,1,0,support,low
6541,0.64,0.77,3,213,3,1,0,0,RandD,medium
6542,0.73,0.63,4,174,3,0,0,0,accounting,low
6543,0.57,1.0,4,227,10,0,0,0,technical,low
6544,0.67,0.91,3,256,3,0,0,0,technical,low
6545,0.96,0.83,4,132,6,0,0,0,technical,high
6546,0.71,0.8,5,248,4,0,0,0,management,medium
6547,0.94,0.52,4,217,6,1,0,0,support,low
6548,0.89,0.9,3,231,3,0,0,0,IT,medium
6549,0.75,0.95,3,253,3,0,0,0,marketing,medium
6550,0.37,0.52,2,159,3,0,1,0,sales,low
6551,0.56,0.71,4,296,2,0,1,0,IT,medium
6552,0.73,0.54,4,167,3,0,0,0,IT,medium
6553,0.76,0.99,3,164,2,0,0,0,support,medium
6554,0.98,0.55,3,260,3,0,0,0,sales,medium
6555,0.93,0.92,3,205,3,0,0,0,sales,medium
6556,0.11,0.84,6,287,4,0,1,0,accounting,medium
6557,0.44,0.69,2,173,2,0,0,0,technical,medium
6558,0.49,0.7,4,168,3,0,0,0,accounting,medium
6559,0.66,0.58,3,157,2,0,0,0,support,medium
6560,0.62,0.95,4,140,2,0,0,0,accounting,low
6561,0.43,0.55,2,153,3,0,1,0,technical,medium
6562,0.63,0.86,3,245,2,0,0,0,marketing,low
6563,0.6,0.56,4,138,3,0,0,0,RandD,low
6564,0.78,0.78,4,260,5,0,1,0,RandD,low
6565,0.51,0.86,3,198,2,0,0,0,technical,low
6566,0.84,0.85,4,249,6,0,1,0,marketing,low
6567,0.41,0.56,2,160,3,0,1,0,sales,low
6568,0.69,0.89,2,202,2,0,0,0,IT,medium
6569,0.96,0.62,4,253,7,0,0,0,sales,medium
6570,0.77,0.88,2,169,3,0,0,0,technical,medium
6571,0.12,0.84,5,230,4,0,0,0,sales,medium
6572,0.31,0.54,5,132,5,0,1,0,sales,low
6573,0.71,0.91,3,261,3,0,0,0,sales,low
6574,0.91,0.68,4,132,4,0,0,0,IT,medium
6575,0.1,0.96,6,303,4,0,1,0,sales,low
6576,0.44,0.51,2,129,3,0,1,0,support,medium
6577,0.77,0.76,3,201,4,0,0,0,accounting,medium
6578,0.78,0.87,3,191,3,1,0,0,support,medium
6579,0.41,0.54,2,138,3,0,1,0,accounting,low
6580,0.1,0.81,7,291,4,0,1,0,sales,high
6581,0.52,0.63,3,204,3,0,0,0,technical,medium
6582,0.63,0.81,3,215,3,0,0,0,support,medium
6583,0.43,0.53,2,160,3,0,1,0,support,low
6584,0.6,0.71,3,195,2,0,0,0,sales,low
6585,0.87,0.9,5,254,6,0,1,0,support,low
6586,0.9,0.93,4,263,3,1,0,0,support,medium
6587,0.95,0.69,3,225,2,0,0,0,technical,high
6588,0.58,0.59,3,207,7,0,0,1,management,medium
6589,0.5,0.82,2,286,6,0,0,0,sales,medium
6590,0.81,0.75,4,206,3,0,0,0,IT,medium
6591,0.74,0.82,4,239,6,0,1,0,IT,low
6592,0.81,0.74,2,228,3,0,0,0,management,high
6593,0.87,0.7,5,225,3,0,0,0,product_mng,medium
6594,0.92,0.61,4,143,8,0,0,0,sales,low
6595,0.94,0.87,3,229,3,0,0,0,sales,low
6596,0.85,0.89,4,251,2,0,0,0,support,low
6597,0.86,0.93,5,223,5,0,1,0,RandD,medium
6598,0.55,0.87,3,241,4,0,0,0,IT,low
6599,0.21,0.9,4,235,4,0,0,0,sales,medium
6600,0.72,0.86,5,251,5,0,1,0,sales,low
6601,0.36,0.51,2,155,3,0,1,0,IT,low
6602,0.43,0.46,2,126,3,0,1,0,sales,medium
6603,0.63,0.77,5,210,3,0,0,0,RandD,medium
6604,0.38,0.54,2,157,3,0,1,0,marketing,medium
6605,0.96,0.6,4,185,3,0,0,0,marketing,medium
6606,0.57,0.64,4,144,4,0,0,0,technical,low
6607,0.75,0.98,4,245,5,0,1,0,management,low
6608,0.44,0.54,2,139,3,0,1,0,support,medium
6609,0.84,0.75,3,184,3,0,0,0,sales,medium
6610,0.76,0.98,2,235,3,0,0,0,management,high
6611,0.52,0.96,3,271,3,1,0,0,technical,medium
6612,0.15,0.4,3,236,5,0,0,0,hr,medium
6613,0.55,0.64,6,148,4,0,0,0,support,low
6614,0.54,0.97,5,233,3,1,0,0,marketing,low
6615,0.73,0.93,4,162,2,1,0,0,support,medium
6616,0.32,0.87,2,197,2,1,0,0,technical,medium
6617,0.66,0.84,5,187,2,1,0,0,RandD,low
6618,0.81,0.95,5,238,6,0,1,0,technical,low
6619,0.73,0.92,6,189,3,1,0,0,sales,medium
6620,0.83,0.82,4,243,5,0,1,0,sales,medium
6621,0.89,0.49,4,275,3,0,0,0,management,medium
6622,0.59,0.5,3,199,2,0,0,0,technical,high
6623,0.89,0.48,3,178,5,0,1,0,accounting,low
6624,0.37,0.49,2,151,3,0,1,0,sales,low
6625,0.63,0.61,3,234,3,1,0,0,technical,medium
6626,0.89,0.57,3,252,2,0,0,0,support,medium
6627,0.58,0.54,4,199,2,0,0,0,sales,low
6628,0.44,0.46,2,143,3,0,1,0,IT,low
6629,0.65,0.88,4,268,4,0,0,0,support,medium
6630,0.51,0.8,5,268,3,0,0,0,RandD,medium
6631,0.39,0.57,2,145,3,0,1,0,accounting,medium
6632,0.76,0.72,4,266,3,0,0,0,IT,medium
6633,0.92,0.88,4,111,4,0,0,0,technical,medium
6634,0.87,0.95,5,227,5,0,1,0,support,medium
6635,0.61,0.71,4,243,3,1,0,0,technical,low
6636,0.4,0.56,2,148,3,0,1,0,technical,medium
6637,0.23,0.99,5,176,4,1,0,0,sales,low
6638,0.94,0.51,3,242,3,0,0,0,sales,medium
6639,0.96,0.95,5,189,2,0,0,0,technical,medium
6640,0.57,0.85,4,250,3,1,0,1,marketing,low
6641,0.5,0.67,2,142,3,0,0,0,technical,low
6642,0.8,0.62,5,190,4,1,0,0,IT,medium
6643,0.97,0.74,3,134,3,1,0,0,marketing,high
6644,0.64,0.65,3,181,2,0,0,0,technical,high
6645,0.75,0.83,5,262,5,0,1,0,product_mng,low
6646,0.87,0.49,2,251,3,0,0,0,sales,medium
6647,0.52,0.59,6,104,4,0,0,0,product_mng,medium
6648,0.38,0.51,2,146,3,0,1,0,IT,medium
6649,0.18,0.99,4,204,6,0,0,0,IT,low
6650,0.61,0.38,2,268,3,0,0,0,sales,low
6651,0.47,0.46,2,152,2,0,0,0,IT,medium
6652,0.59,0.94,5,157,7,1,0,0,management,medium
6653,0.45,0.54,2,140,3,0,1,0,support,low
6654,0.7,0.8,4,183,2,0,0,0,support,medium
6655,0.38,0.42,2,127,4,0,0,0,sales,medium
6656,0.53,0.51,4,240,2,0,0,0,marketing,low
6657,0.17,0.89,5,261,5,0,0,0,marketing,medium
6658,0.18,0.51,6,227,2,0,0,0,support,low
6659,0.33,0.88,6,219,5,0,1,0,support,low
6660,0.34,0.69,2,193,3,0,0,0,sales,medium
6661,0.81,0.84,4,143,2,0,0,0,technical,medium
6662,0.83,0.5,4,259,2,0,0,0,support,medium
6663,0.44,0.48,2,143,3,0,1,0,technical,medium
6664,0.68,0.84,3,270,3,0,0,0,support,high
6665,0.55,0.89,4,209,3,0,0,0,RandD,low
6666,0.74,0.89,5,229,6,0,1,0,support,low
6667,0.52,0.72,3,253,3,0,0,0,accounting,low
6668,0.4,0.46,2,135,3,0,1,0,technical,low
6669,0.49,0.77,3,211,3,0,0,0,IT,high
6670,0.71,0.78,4,227,2,0,0,0,support,low
6671,0.56,0.74,3,154,2,0,0,0,hr,medium
6672,0.54,0.76,3,183,3,0,0,0,sales,low
6673,0.14,0.73,6,237,5,0,0,0,IT,medium
6674,0.74,0.5,5,131,3,0,0,0,accounting,low
6675,0.96,0.7,3,169,3,0,0,0,support,high
6676,0.92,0.78,4,177,2,0,0,0,support,medium
6677,0.74,0.96,4,197,3,0,0,0,accounting,high
6678,0.65,0.98,3,283,2,1,0,0,technical,low
6679,0.68,0.92,4,209,6,0,0,0,support,low
6680,0.6,0.7,3,147,2,0,0,0,sales,low
6681,0.98,0.59,4,149,2,0,0,0,hr,medium
6682,0.49,0.57,4,146,4,0,0,0,hr,medium
6683,0.84,0.64,4,267,4,0,0,0,sales,low
6684,0.51,0.98,4,245,3,0,0,0,support,medium
6685,0.9,0.67,3,165,2,0,0,0,IT,high
6686,0.96,0.7,3,207,3,0,0,0,IT,high
6687,0.11,0.78,6,245,4,0,1,0,technical,low
6688,0.99,0.92,3,220,3,0,0,0,support,low
6689,0.88,0.59,4,227,3,0,0,0,management,medium
6690,0.63,0.7,5,182,3,0,0,0,sales,medium
6691,0.11,0.77,6,291,4,0,1,0,marketing,low
6692,0.43,0.52,2,156,3,0,1,0,support,medium
6693,0.69,0.52,3,186,3,0,0,0,IT,medium
6694,0.81,0.84,3,216,3,0,0,0,sales,medium
6695,0.46,0.53,2,147,3,0,1,0,sales,low
6696,0.55,0.51,4,155,3,0,0,0,IT,low
6697,0.96,0.87,5,202,2,0,0,0,marketing,low
6698,0.62,0.87,5,149,3,0,0,0,sales,medium
6699,0.62,0.59,3,128,3,0,0,0,RandD,medium
6700,0.1,0.97,6,282,4,0,1,0,hr,medium
6701,0.94,0.99,2,157,3,0,0,0,sales,medium
6702,0.93,0.68,4,196,2,1,0,0,support,low
6703,0.5,0.74,5,256,3,1,0,0,support,medium
6704,0.86,0.55,5,149,4,0,0,0,IT,medium
6705,0.64,0.55,4,167,3,1,0,0,technical,medium
6706,0.23,0.84,5,131,5,0,0,0,sales,low
6707,0.61,0.88,5,134,4,0,0,0,technical,low
6708,0.71,0.79,4,261,3,0,0,0,sales,high
6709,0.42,0.57,2,159,3,0,1,0,hr,low
6710,0.89,0.56,4,241,5,0,0,0,IT,low
6711,0.36,0.48,5,310,3,0,1,0,product_mng,medium
6712,0.88,0.51,4,139,3,0,0,0,sales,low
6713,0.55,0.43,3,120,6,1,0,0,accounting,medium
6714,0.38,0.45,2,151,3,0,1,0,technical,low
6715,0.61,0.5,4,217,4,1,0,0,product_mng,medium
6716,0.63,0.82,5,229,2,0,0,0,support,medium
6717,0.41,0.49,2,130,3,0,1,0,marketing,low
6718,0.8,0.7,3,238,2,0,0,0,technical,medium
6719,0.59,0.57,2,156,2,0,0,0,sales,low
6720,0.67,0.55,5,239,2,0,0,0,marketing,medium
6721,0.42,0.52,2,151,3,0,1,0,sales,medium
6722,0.66,0.9,4,177,7,0,0,0,sales,low
6723,0.65,0.4,2,141,2,0,0,0,IT,low
6724,0.91,0.69,4,259,3,0,0,0,support,high
6725,0.4,0.5,2,127,3,0,1,0,IT,low
6726,0.79,0.87,3,194,2,0,0,0,technical,medium
6727,0.7,0.88,3,159,2,0,0,0,IT,high
6728,0.51,0.85,4,186,2,0,0,0,product_mng,low
6729,0.37,0.54,2,145,3,0,1,0,RandD,medium
6730,0.76,0.83,3,186,2,1,0,0,RandD,medium
6731,0.9,0.74,4,206,4,1,0,0,IT,low
6732,0.89,0.61,3,175,4,0,0,0,sales,medium
6733,0.99,0.66,3,202,3,0,0,0,sales,medium
6734,0.54,0.42,6,218,3,0,0,0,technical,medium
6735,0.96,0.69,3,214,2,1,0,0,IT,low
6736,0.9,0.62,5,225,2,0,0,0,sales,medium
6737,0.38,0.47,2,140,3,1,1,0,IT,low
6738,0.67,0.44,5,212,4,0,0,0,sales,low
6739,0.23,0.87,5,258,4,1,0,0,accounting,high
6740,0.78,0.83,4,217,6,0,1,0,support,medium
6741,0.76,0.52,2,148,3,0,0,0,sales,high
6742,0.4,0.45,2,140,3,0,1,0,IT,low
6743,0.43,0.54,2,142,3,0,1,0,support,low
6744,1.0,0.73,5,142,4,0,0,0,IT,medium
6745,0.1,0.9,6,299,4,0,1,0,marketing,low
6746,0.75,1.0,4,243,5,0,1,0,RandD,low
6747,0.4,0.56,2,148,3,0,1,0,support,low
6748,0.6,0.45,3,104,4,0,0,0,IT,low
6749,0.45,0.54,2,129,3,0,1,0,technical,medium
6750,0.37,0.48,2,160,3,0,1,0,support,low
6751,0.52,0.96,4,171,2,0,0,0,sales,medium
6752,0.82,0.93,4,246,5,0,1,0,sales,medium
6753,0.91,0.8,5,169,4,0,0,0,sales,low
6754,0.98,0.87,3,239,4,0,0,0,support,medium
6755,0.68,0.79,5,139,4,0,0,0,technical,low
6756,0.49,0.88,4,270,3,0,0,0,product_mng,low
6757,0.39,0.57,2,156,3,0,1,0,management,low
6758,0.64,0.6,3,265,4,0,0,0,sales,low
6759,0.11,0.81,6,305,4,0,1,0,sales,low
6760,0.44,0.56,2,133,3,0,1,0,technical,medium
6761,0.89,0.95,4,275,5,0,1,0,technical,medium
6762,0.85,0.79,3,217,2,0,0,0,technical,medium
6763,0.31,0.51,4,229,6,0,0,0,support,high
6764,0.49,0.76,4,202,3,0,0,0,management,low
6765,0.52,0.88,4,155,3,1,0,0,product_mng,low
6766,0.52,0.63,4,136,2,0,0,0,support,medium
6767,0.76,0.56,5,222,10,0,0,0,management,high
6768,0.72,0.63,3,223,2,1,0,0,sales,medium
6769,0.11,0.94,6,286,4,0,1,0,IT,medium
6770,0.43,0.46,2,157,3,0,1,0,product_mng,medium
6771,0.59,0.61,3,210,2,0,0,0,sales,medium
6772,0.55,0.9,4,177,3,0,0,0,support,medium
6773,0.47,0.56,4,226,3,0,0,0,marketing,low
6774,0.83,0.94,3,160,3,0,0,0,support,low
6775,0.82,0.65,4,148,3,0,0,0,sales,high
6776,0.46,0.5,2,151,3,0,1,0,technical,medium
6777,0.55,0.77,3,237,2,0,0,0,hr,low
6778,0.52,0.99,4,253,3,0,0,0,marketing,medium
6779,0.57,0.99,4,222,2,0,0,0,support,medium
6780,0.68,0.76,3,260,4,0,0,0,support,low
6781,0.7,0.57,3,179,2,0,0,0,support,low
6782,0.39,0.48,2,151,3,0,1,0,sales,low
6783,0.72,0.68,3,135,4,0,0,0,sales,medium
6784,0.2,0.72,5,123,2,1,0,0,technical,low
6785,0.37,0.41,2,113,3,0,0,1,RandD,medium
6786,0.93,0.54,4,239,2,0,0,0,technical,medium
6787,0.15,0.91,5,230,3,0,0,0,support,medium
6788,0.41,0.46,2,160,3,0,1,1,sales,low
6789,0.37,0.59,3,134,3,0,0,0,technical,medium
6790,0.83,0.76,2,255,7,0,0,0,sales,low
6791,0.9,0.76,2,211,4,0,0,0,technical,low
6792,0.41,0.48,2,139,3,0,1,0,technical,low
6793,0.56,0.56,4,195,2,0,0,0,hr,medium
6794,0.44,0.55,3,170,3,1,0,0,IT,low
6795,0.94,0.57,4,251,2,1,0,0,sales,medium
6796,0.42,0.56,2,103,3,1,0,0,marketing,medium
6797,0.94,0.59,6,212,2,0,0,0,sales,medium
6798,0.49,0.71,2,117,3,0,0,0,marketing,high
6799,0.61,0.97,3,137,3,0,0,0,accounting,low
6800,0.64,0.9,5,266,3,0,0,0,support,low
6801,0.77,0.49,4,184,3,0,0,0,technical,low
6802,0.97,0.38,5,211,7,1,0,0,sales,medium
6803,0.87,0.93,3,173,2,0,0,0,support,low
6804,0.73,0.48,4,139,2,0,0,0,RandD,low
6805,0.43,0.51,5,168,4,0,0,0,product_mng,medium
6806,0.59,0.72,4,264,3,0,0,0,support,low
6807,0.89,0.86,5,275,5,0,1,0,sales,low
6808,0.66,0.57,4,161,7,0,0,1,management,medium
6809,0.97,0.77,5,223,2,0,0,0,support,low
6810,0.68,0.49,3,178,3,1,0,0,RandD,low
6811,0.78,0.95,4,260,5,0,1,0,sales,low
6812,0.67,0.56,5,174,2,1,0,0,RandD,medium
6813,0.93,0.73,3,252,4,0,0,0,product_mng,high
6814,0.28,0.44,4,170,2,0,0,0,support,low
6815,0.45,0.66,2,236,3,0,0,0,marketing,medium
6816,0.43,0.5,2,135,3,0,1,0,product_mng,medium
6817,0.59,0.64,5,269,3,0,0,0,support,medium
6818,0.53,0.8,4,241,3,1,0,0,technical,low
6819,0.86,0.68,2,192,3,0,0,0,product_mng,high
6820,0.84,0.89,3,234,2,0,0,0,sales,medium
6821,0.45,0.53,2,155,3,0,1,0,IT,low
6822,0.6,0.83,4,216,2,1,0,0,hr,low
6823,0.78,0.61,3,193,3,0,0,0,sales,medium
6824,0.56,0.57,5,274,3,0,0,0,technical,medium
6825,0.62,0.89,3,201,3,0,0,0,technical,medium
6826,0.1,0.77,6,247,4,0,1,0,sales,low
6827,0.79,0.62,5,167,3,0,0,0,sales,low
6828,0.9,0.7,3,147,4,0,0,0,technical,low
6829,0.71,0.76,4,148,8,0,0,0,accounting,medium
6830,0.91,0.8,5,169,4,0,0,0,sales,low
6831,0.5,0.52,4,178,3,0,0,0,sales,medium
6832,0.36,0.94,3,113,5,1,0,0,technical,medium
6833,0.41,0.54,2,145,3,0,1,0,support,low
6834,0.27,0.96,3,255,4,0,0,0,sales,low
6835,0.74,0.7,4,167,3,1,0,0,technical,low
6836,0.7,0.55,4,233,2,0,0,0,support,medium
6837,0.69,0.75,5,201,3,0,0,0,accounting,low
6838,0.83,0.94,5,273,5,0,1,0,RandD,medium
6839,0.82,0.82,4,164,2,0,0,0,sales,low
6840,0.93,0.69,3,138,2,0,0,0,IT,medium
6841,0.83,0.57,2,246,5,1,0,0,accounting,low
6842,0.88,0.93,4,177,3,0,0,0,sales,medium
6843,0.45,0.53,2,138,3,0,1,0,accounting,medium
6844,0.82,0.77,3,108,6,0,0,0,product_mng,medium
6845,0.59,0.98,4,198,3,0,0,0,product_mng,low
6846,0.73,0.48,3,211,7,0,0,0,sales,medium
6847,0.97,0.92,3,168,3,0,0,0,technical,low
6848,0.57,0.65,4,265,3,0,0,0,technical,low
6849,0.93,0.89,4,209,2,0,0,0,RandD,medium
6850,0.56,0.92,4,224,3,0,0,0,sales,medium
6851,0.77,0.49,4,274,2,1,0,0,support,medium
